Region,Country,Location,Course,Play,Type,Date,NumberHoles,Architect,Budget,Budget2,Construction,ETA,Year,TypeOfJob,Status,Current,History,DataCurated,Latitude,Longitude,Website,YouTube,Instagram,InstaCaption,Acres,Comments,YouTubeCaption,Twitter,TwitterCaption,ArchitectURL,Owner
N America,USA,California,Spring Creek,Once,Member,2022,,RTJ Charlton,,,,,,Renovate,Open,,Jack Fleming,2022-06-15,37.745435,-121.10813,https://www.mantecabulletin.com/news/local-news/spring-creek-renovates-front-9-golf-holes/,,,,,,,RTJ2GolfDesign/status/1533860046702055425,Ripon,,
N America,USA,California,Thunderbird CC,Once,Member,2022,,Tripp Davis,$6.5M,,,,,Renovate,Open,,Hughes,2023-06-21,33.769945,-116.503086,https://fescue.github.io/Thunderbird-Country-Club/,,,,,,,TrippGolfArch/status/1473650684251840517,Davis,,
N America,USA,California,Valencia,Once,Member,2022,,Dana Fry Jason Straka,,,Arcis,,,Renovate,Open ,,RTJ Sr.,2022-10-14,34.4192185,-118.580214,https://renovation.valenciagolfclub.com/,,,,,Blake Walker,,,,,
N America,USA,Colorado,Cherry Hills,Once,Member,2022,,Tom Doak Eric Iverson,,,,,,Restore,Open,,William Flynn,2023-08-15,39.6430091,-104.9646796,https://coloradoavidgolfer.com/setting-its-course/,SrU9qSUBwZs,,,,Creek restoration,US Amateur,,,,
N America,USA,Colorado,Red Rocks CC,Once,Member,2022,,Kevin Atkinson,,,Landscapes Unlimited,,,Renovate,Open ,,Harwood,2022-10-26,36.1481041,-115.3499363,https://www.golfcourseindustry.com/article/red-rocks-colorado-landscapes-unlimited-renovation/,,,,,Volcano Green,,,,,
N America,USA,Connecticut,Keney Park,Govt.,Public,2022,,Matthew Dusenberry,,,Robert Ross,,,Restore,Open ,,Emmet ,2023-08-15,41.805466,-72.6741819,https://golf.com/travel/recent-renovation-keney-park-top-100-clone/,,,,,,,,,,
N America,USA,Connecticut,Lake Waramaug,Once,Member,2022,,Dusenberry Mckenna Burnet,,,,,,Renovate,Ongoing,,,2022-07-08,41.6987802,-73.3843045,https://www.lakewaramaugcc.com/,,,,,,,Dusenberry_Golf/status/1544713764322349064,Horse Track,,
N America,USA,Florida,Bear Lakes,Once,Member,2022,,Nicklaus,,,Graham Golf,,,Renovate,Open,,Nicklaus,2022-02-09,26.730058,-80.101925,https://www.facebook.com/nicklauscompanies/,,,,,Cochran,,,,,
N America,USA,Florida,Bonita Bay Cypress,Once,Member,2022,,Tom Marzolf,$15M,,Glase Golf,,,Renovate,Open ,,Tom Fazio,2022-07-07,26.3522052,-81.8158468,https://bonitabayclub.net/,o4344cRjWoM,,,,Nutt Irrigation,Hal Akins,marzolf_thomas/status/1492980472904929281/photo/1,Cypress course,,
N America,USA,Florida,Broken Sound Old,Once,Member,2022,,Rees Jones,,,,,,Renovate,Open ,,,2023-01-20,26.3977993,-80.1374666,https://myspiketravel.com/2022/07/29/old-course-at-broken-sound-club-shows-off-clubs-commitment-to-sustainability/,,,,,,,,,,
N America,USA,Florida,Colliers Reserve ,Once,,2022,,Forrest Smith ,$3.7M,,TDI Golf,,,Restore,Open,,Arthur Hills,2021-06-08,26.284138,-81.795709,https://www.colliersreserve.com/golf,NhwPVK-7fn0,,,,​A.S. Altum Irrigation,Arthur Hills,ShawnSmithHFS/status/1402415284720439298,Sprigs,,
N America,USA,Florida,Disney Magnolia,Holiday,Public,2022,,Ken Baker,,,Heritage Links,,,Renovate,Open,,Joe Lee,2023-04-01,28.4042206,-81.6000668,https://www.golfwdw.com/courses/disneys-magnolia-golf-course,Ebw-ejUNfJY,,,,One Club Golf Design,Hole 14,GCImagazine/status/1539595515985141760,Bruce Gerlander,,
N America,USA,Florida,Feather Sound,Once,Member,2022,,Kipp Schulties,,,,,,Renovate,Open,,Joe Lee,2022-09-25,27.8984857,-82.6666707,https://www.fscc.club/,HF2Wbjjq8qs,feathersoundcountryclub,,,,Hole 1,,,,
N America,USA,Florida,Grand Harbor Harbor,Member,Member,2022,,Lutzke Shaw,$6M,,,,,Restore,Open,,Pete Dye,2023-01-29,27.6418916,-80.3775635,https://grandharbor.com/,,,,,,,CRLutzkeGolf/status/1619872113309126658,Open,,
N America,USA,Florida,Heritage Bay Golf & CC,Once,Member,2022,,In house,,,,,,Renovate,Open,,Gordon Lewis,2022-05-05,26.284882,-81.661991,https://www.golfheritagebay.com/,G2c2EKw4dbI,,,,,Oak,,,,
N America,USA,Florida,Herons Glen,Once,Member,2022,,Garl Nix,,,Clarke Con.,,,Renovate,Open,,Ron Garl,2022-01-25,26.767462,-81.919191,http://www.hggcc.com/golf/golf.htm,ZISX2KKwxA0,,,,,Grand opening,,,,
N America,USA,Florida,Indian Creek,Once,Member,2022,,Andrew Green,,,LaBar,,,Renovate,Open,,William Flynn,2023-04-03,25.8756692,-80.1434796,https://www.indiancreekcountryclub.org/,,,,,,,morrismojo1/status/1523657069223571456,Bunker Solution,,
N America,USA,Florida,Isla del Sol,Once,Member,2022,,Richard Mandell,,,,,,Renovate,Open,,Mahannah,2022-05-18,27.7142409,-82.7176745,https://www.isladelsolycc.com/,,,,,,,RichardMandell/status/1521840101982150659,Phase 4,,
N America,USA,Florida,Palmira Egret,Once,Member,2022,,Kipp Schulties,,,Ryan Golf,,,Renovate,Open,,Gordon Lewis,2022-11-24,26.329198,-81.717975,https://www.golfclubatpalmira.org/Golf/Renovations,N8UUqZ8B5XY,,,,,Grow in,,,,
N America,USA,Florida,Suncoast,Public,Public,2022,9,Carlton Marshall,,,,,,Renovate,Open,,,2023-01-15,27.4027318,-82.5477414,https://www.suncoastgolfcenter.com/golf/#greens,,,,,,,cmgolfdesign/status/1537799378957651969,Synthetic turf,,
N America,USA,Florida,Tiger Point,Public,Public,2022,,Nathan Crace,,,,,,Renovate,Open,,John Pate,2021-03-29,30.383376,-87.080778,https://tigerpointgolf.com/gallery/,,,,,,,,,,
N America,USA,Florida,Timuquana,Once,Member,2022,,Bruce Hepner,,,MacCurrach,,1923,Renovate,Open,,Donald Ross,2022-10-09,30.241338,-81.687913,https://www.timuquana.net/files/Golf%20Course%20Renovation%20Information%20Email.pdf,,,,,Trinity Zoysia,,,,,
N America,USA,Florida,Ventura CC,Once,Member,2022,,Carlton Marshall,,,Southeastern Golf,,,Renovate,Open,,Mahannah,2022-08-10,28.510286,-81.3011,https://www.instagram.com/p/CahiE_hOh8Y/,,cmgolfdesign,Orlando,,,,,,,
N America,USA,Florida,Water Oak CC,Once,Member,2022,,Sanford Ferris,,,International Golf,,,Renovate,Open,,,2023-02-04,28.9222187,-81.9223387,https://clubandresortbusiness.com/water-oak-cc-estates-breaks-ground-on-major-golf-course-renovation/,,sanfordgolfdesign,Sanford,,90K cubic yards dirt moved,,,,,
N America,USA,Florida,Wycliffe CC West,Once,Member,2022,,Kipp Schulties,$5.2M,,,,,Renovate,Open,,Litten,2023-06-29,26.6129046,-80.2137822,https://www.wycliffecc.com,nyRnwUyamVk,,,,West Palm,Soft Opening,,,,
N America,USA,Georgia,Atlanta Athletic Riverside,Once,Member,2022,,Tripp Davis,,,Landscapes Unlimited,,,Renovate,Open,,RTJ Sr.,2022-11-07,34.003963,-84.194138,https://www.atlantaathleticclub.org,,,,,Riverside,,TrippGolfArch/status/1467882749595951108,Tripp,,
N America,USA,Georgia,Augusta CC,Once,Member,2022,,Tripp Davis,,,Landscapes Unlimited,,,Restore,Open,,Donald Ross,2022-10-12,33.482735,-82.013257,https://augustacountryclub.co:8443/web/pages/home,,tripp_davis_golfarch,Tripp Davis,,,,kregen515/status/1516825157305880584,Kyle Regen,,
N America,USA,Georgia,Landings Magnolia,Once,Member,2022,,Johnson Gardner,$2.3M,,Todd Godwin,,,Renovate,Open,,Palmer,2021-11-12,31.945224,-81.04894,https://fescue.github.io/Landings-Magnolia/,a3fnHgg1bck,,,,,Steigelman,BAJohnson_GOLF/status/1456932735210098688,BAJohnson,,
N America,USA,Georgia,Waterfall,Once,Member,2022,,Bill Bergin,,,,,,Renovate,Open,,,2022-12-29,34.8729229,-83.5504665,https://www.thewaterfallclub.com/golf/the-golf-experience/,,,,,,,,,,
N America,USA,Hawaii,Makena North,Member,Member,2022,,In house,,,Discovery Land,,,Renovate,Open,,RTJ Jr.,2023-02-18,20.6449735,-156.4409151,https://makenagolfandbeachclub.com/experiences,,,,,,,,,,
N America,USA,Illinois,Atkins GC,Once,,2022,,Drew Rogers,$5M,,Wadsworth,,,Renovate,Open,,,2022-07-05,40.090919,-88.237841,https://fescue.github.io/Atkins-University-Illinois/,fPHHv0cd9Vc,,,,,Stone Creek,GogBlogGuy/status/1306607482228400132,Univ,,
N America,USA,Illinois,Briarwood,Once,Member,2022,,Jeff Mingay,,,Wadsworth,,1921,Renovate,Open,,C.H. Alison,2022-11-10,42.1667246,-87.8389548,https://www.golfcoursearchitecture.net/content/briarwood-set-for-bunker-renovation-following-membership-vote,,,,,,,jeff_mingay/status/1550446537481658368,Better Billy,,
N America,USA,Illinois,Glen Flora,Once,Member,2022,,Samuel Beckman,,,,,,Renovate,Open,,,2023-07-01,42.3919449,-87.8362976,https://www.glenfloracc.com/history,k9AYDzM9NgQ,,,,,Emergency 9 Golf,,,,
N America,USA,Illinois,Midlothian,Once,Member,2022,,Raymond Hearn,,,Leibold Irrigation,,,Renovate,Open,,Tweedie,2022-10-18,41.631339,-87.7486217,https://midlothiancc.org/Golf/Course_Tour,0ewEP7T9Y_0,,,,,Bunkers,GolfHearn/status/1496283241246081026,1914 US Open,,
N America,USA,Illinois,Settlers Hill,Holiday,Public,2022,,Greg Martin,$7.5M,,Wadsworth,,,Renovate,Open,,,2022-10-17,41.870748,-88.291525,http://www.settlershill.com/facilities/,VY4f5qmB8bg,,,,,Flyover,GregMar51004563/status/1392818009476108291,Par 3's,,
N America,USA,Kansas,Brookridge West,Once,Member,2022,,Todd Clark,,,Landscapes Unlimited,,,Rebuild ,Open,,,2023-08-11,38.9360785,-94.6884278,https://www.brookridgegf.com/Default.aspx?p=dynamicmodule&pageid=119&ssid=100155&vnf=1,,,,,Viridity,,,,,
N America,USA,Kansas,Mission Hills,Once,Member,2022,,Foster Hargraves,,,Labar,,,Renovate,Open,,Bendelow,2022-04-26,39.0291185,-94.6168044,https://www.missionhillscc.com/,,,,,,,MHCCTURF1914/status/1469007939524612101,Turf,,
N America,USA,Kentucky,Park Mammoth GC,Holiday,Public,2022,,Ross Craig,,,,,,Rebuild ,Open,,,2022-08-07,37.104594,-86.089119,https://www.parkmammothgolfclub.com/,,,,,,,brianrossgolf/status/1314956541536108546,Hole 2,,
N America,USA,Louisiana,JS Clark,Govt.,Public,2022,,Todd Clark,$3.5M,,Fleetwood,,,Renovate,Open,,,2023-06-12,30.555401,-91.172355,https://golf.brec.org/courses/jsclark/,,cegolfdesign,cegolfdesign,,,,ce_golf/status/1384693117773774850,City Golf,,
N America,USA,Louisiana,Metairie CC,Once,,2022,,Brian Silva,$10M,,NMP,,,Renovate,Open,,Seth Raynor,2021-12-09,29.976177,-90.136509,https://www.metairiecc.org,HwCWEhzHPWk,,,,,Back 9,DavidPMarchand1/status/1348818081049702400,NMP,,
N America,USA,Louisiana,Money Hill,Once,Member,2022,,Mike Gogel,,,,,,Renovate,Open,,Ron Garl,2022-09-09,30.5502612,-90.5140096,https://moneyhill.com/golf/,,,,,,,MoneyHill1/status/1495058102378504193,Jason Ward,,
N America,USA,Louisiana,Oakwing,Once,Member,2022,,Nathan Crace,,,,,,Renovate,Open,,,2022-08-04,31.3192918,-92.5297173,https://www.oakwinggolf.com/,,,,,,,robbieggolf/status/1568308788557496320,Bunkers,,
N America,USA,Louisiana,Southern Trace,Once,Member,2022,,Jim Lipe,$4.2M,,Wadsworth,,1988,Renovate,Open,,Arthur Hills,2022-09-09,32.3375748,-93.725202,https://www.golfcoursetrades.com/shreveports-southern-trace-undergoes-4-2-million-renovation,aEZrx7XMaqo,,,,,Jim Lipe,wadsworth_golf/status/1490704689616363524,Shreveport,,
N America,USA,Maryland,Turf Valley,Holiday,Public,2022,,Brian Ault,,,McDonald,,,Renovate,Open,,Ed Ault,2022-10-14,39.2962299,-76.8862107,https://bizmonthly.com/golf-rounds-surge-at-turf-valley-after-2-year-renovation/,,,,,,,,,,
N America,USA,Massachusetts,Kernwood,Once,Member,2022,,Robert McNeil,,,Demers,,,Restore,Open,,Donald Ross,2022-01-17,42.5414736,-70.9068043,https://www.kernwood.org/club/scripts/section/section.asp?NS=PG,,,,,,,,,,
N America,USA,Massachusetts,Vineyard,Once,Member,2022,,Gil Hanse,,,MAS Golf,,,Renovate,Open,,Gil Hanse,2022-05-05,41.3907322,-70.558147,https://www.vineyardgolf.com/,WRvgerv9hlQ,,,,Bunkers,Strategy,,,,
N America,USA,Michigan,Boyne,Holiday,Public,2022,,Chris Wilczynski,,,,,,Renovate,Open,,Newcomb,2022-10-18,45.464724,-84.928729,https://thegolfwire.com/boyne-golf-donald-ross/,5eS5axDGYUc,,,,,Ross,GolfHearn/status/1440778097293332481,Boyne,,
N America,USA,Michigan,Crystal Mountain,Holiday,Public,2022,,John Harvey,,,Great Lakes,,,Renovate,Open,,,2022-10-18,44.5193954,-85.9934865,https://www.crystalmountain.com/,,,,,Betsie Valley,,,,,
N America,USA,Michigan,Flint GC,Once,,2022,,Mike Devries,,,,,,Renovate,Open,,Willie Park,2021-05-05,42.995384,-83.670125,https://flintgolfclub.com/history/,,,,,,,,,,
N America,USA,Michigan,Great Oaks,Once,Member,2022,,Chris Wilczynski,,,,,,Renovate,Open,,Newcomb,2023-05-18,42.685268,-83.151456,https://www.greatoakscc.com/,,,,,,,,,,
N America,USA,Minnesota,Columbia,Once,,2022,11,Norby Haug,$7.6M,,,,,Renovate,Open,,,2021-12-26,45.028136,-93.250601,https://www.minneapolisparks.org/golf/courses/columbia_golf_club/,,,,,,,golfnorby/status/1341726541236072450,Stormwater,,
N America,USA,Minnesota,Cragun's Legacy Lehman,Holiday,Public,2022,18,Tom Lehman Chris Brands,$17M,,Duininck,,,Rebuild ,Open,,RTJ Jr.,2023-07-09,46.390617,-94.387598,https://www.craguns.com/golf/,QoZchMfGzmA,,,,Public Golf Resort,Resort Golf,,,,
N America,USA,Minnesota,Minnesota Valley CC,Once,Member,2022,,Bill Bergin,$3.5M,,Duininck,,,Renovate,Open,,Seth Raynor,2022-12-31,44.7930759,-93.3647819,https://www.mvccgolf.com/,,,,,,,DuininckGolf/status/1552628467375783941,Construction,,
N America,USA,Minnesota,Montgomery National,Holiday,Public,2022,,Paul Miller,,,,,,Renovate,Open,,,2022-12-21,44.450673,-93.578299,https://www.montgomerynationalgolf.com/news,DJW6gjMvLO0,,,,,Hole 10 18,,,,
N America,USA,Mississippi,MSU,Govt.,Public,2022,,Nathan Crace,,,,,,Renovate,Open,,,2022-09-02,33.4532747,-88.8877572,https://www.golf.msstate.edu/,,,,,,,HailStateGC/status/1532008307405332480,Construction,,
N America,USA,Missouri,Blue Hills CC,Once,Member,2022,,Kevin Hargrave,,,LaBar,,,Renovate,Open,,Wogan,2022-11-27,38.899164,-94.604207,https://www.bluehillscc.com,,kevinhhargrave,Hargrave,,,,,,,
N America,USA,Missouri,Oakwood CC,Once,Member,2022,,Todd Clark,,,Pearson Golf,,,Renovate,Open,,,2023-01-01,38.9480903,-94.5555882,https://fox4kc.com/business/kansas-city-golf-courses-transformation-ranked-among-best-in-us/,UqZI0hyFmEM,,,,Ron Whitten,Convex bunkers,,,,
N America,USA,Nebraska,Quail Run,Once,Member,2022,,Kevin Norby ,,,Landscapes Unlimited,,,Rebuild ,Open,,,2022-11-30,33.594996,-112.269871,https://www.instagram.com/p/CPHZlLct4oX/?utm_source=ig_web_copy_link,,,,,Flood,,gcamagazine/status/1375020643528376322,GCA,,
N America,USA,Nevada,Anthem,Holiday,Public,2022,,Harvgrave,,,Landscapes Unlimited,,,Renovate,Open,,Foster,2023-02-13,35.9655566,-115.0847836,https://www.anthemcc.com//getattachment/a0631421-e257-42be-863c-a625f220fde8/Greens_Renovation_Project.aspx,gICoo8i9XeA,,,,,Turf reduction,LVGolfInsider/status/1671562127927316480,Drought Tolerant,,
N America,USA,Nevada,TPC Summerlin,Once,Member,2022,,PGA Tour,,,Duininck,,,Renovate,Open,,Weed,2022-10-04,36.1885171,-115.3025651,https://tpc.com/summerlin/,,,,,,,MHillsOnTurf/status/1576948192041500678,Bandera Bermuda,,
N America,USA,New Jersey,Beacon Hill,Once,Member,2022,,Jim Nagle Ron Forse,,,Mottin,,,Renovate,Open,,,2021-04-06,40.407714,-74.054042,https://www.beaconhillcc.org/GOLF/OUR_COURSE,,,,,,,wvugolfarchie/status/1376887416611602433,Hole 5,,
N America,USA,New Jersey,Manasquan River,Once,Member,2022,,Andrew Green,,,,,,Restore,Open,,,2022-10-02,40.102032,-74.067782,https://www.mrgc.com/,,,,,,,,,,
N America,USA,New Jersey,Riverton,Once,Member,2022,,Tyler Rae,,,,,,Restore,Open,,Donald Ross,2022-08-04,43.030906,-77.722564,https://issuu.com/rcc1900/docs/tyler_20rae_20booklet_ff6fe5a3818955,,,,,,,TylerRaeDesign/status/1554855910916464644,Drew White,,
N America,USA,New Jersey,Tamarack East,Once,Member,2022,,Mark Mungeam,,,Turco,,,Renovate,Open,,Purdy,2022-10-07,40.423436,-74.450694,https://localtoday.news/nj/two-year-renovation-of-popular-new-jersey-muni-track-completed-work-is-scheduled-to-begin-on-second-gear-53457.html,,,,,,,TurcoGolf/status/1514957982844469249,Drainage,,
N America,USA,New Jersey,Union League,Once,Member,2022,,Dana Fry Jason Straka ,,,Guaranteed Landscaping,,,Rebuild ,Open,,Hurdzan Fry,2022-06-27,39.136756,-74.779661,https://www.unionleague.org/union-league-national-golf-club.php,,unionleaguegolf,unionleaguegolf,,,,Breiti/status/1493972101635661828,Routing,,
N America,USA,New Mexico,PaaKo,Holiday,Public,2022,,Norby Schmenk,,,Duininck,,,Renovate,Open,,Ken Dye,2022-12-18,35.207449,-106.320156,https://www.paakogolf.com/,kd5IzpS27dA,,,,Kelly Gibson,Before renovation,golfnorby/status/1398036789500203015,Halfway,,
N America,USA,New Mexico,Pinon Hills,Govt.,Public,2022,,Gary Kaye,$5M,,Mid-America,,,Renovate,Open,,Ken Dye,2022-10-28,36.769905,-110.4195229,https://www.pinonhillsgolf.com,WuISI79UJ9Q,,,,Craig Zellers,Site Visit,,,,
N America,USA,New York,Atlantic,Once,Member,2022,,Tyler Rae,,,MAS Golf,,,Renovate,Open,,Rees Jones,2023-08-01,40.9470532,-72.3387301,https://www.atlanticgolf.org/about-atlantic/atlantic-history,,,,,,,TylerRaeDesign/status/1691647515089580304,Rebuild Bunkers,,
N America,USA,New York,Colgate Seven Oaks,Holiday,Public,2022,,Jim Nagle Ron Forse,,,Mottin,,,Renovate,Open,,RTJ Sr.,2023-04-27,42.8294835,-75.5367511,https://www.sevenoaksgolf.com/the-course,oZgdHANHdwY,sevenoaksgolfclub,JS Hope,,Bob Shriver,Gene Sarazen,,,,
N America,USA,New York,Laurel Links,Once,Member,2022,,Jaegar Kovich,,,,,,Renovate,Open,,Moran,2022-03-02,40.976007,-72.5487656,https://www.golfcoursearchitecture.net/digital/magazine/issue67/44/index.html,,,,,,,,,,
N America,USA,New York,Monroe,Once,Member,2022,,Tyler Rae,,,,,1923,Renovate,Open,,Donald Ross,2022-08-08,43.0963928,-77.4988607,https://www.monroegolfclub.com/,,,,,,,TylerRaeDesign/status/1490507826682335233,3D,,
N America,USA,New York,Tuxedo Club,Once,Member,2022,,Rees Jones,,,,,,Renovate,Open,,RTJ,2022-12-02,41.1681538,-74.2290351,https://thegolfwire.com/renovation-tuxedo-golf-club/,,,,,Bryce Swanson,,,,,
N America,USA,New York,Westchester Hills,Once,Member,2022,,Rees Jones,$3.5M,,,,,Renovate,Open,,,2022-08-05,40.9867007,-73.6359044,https://www.golfdaily.com/westchester-hills-golf-club-unveils-rees-jones-redesign/,,,,,Capillary Concrete,,,,,
N America,USA,New York,Yahnundasis,Once,Member,2022,,Jaegar Kovich,,,,,1924,Renovate,Open,,Walter Travis,2022-03-19,43.0780058,-75.3108324,https://www.yahnundasis.org/golf/,,propergolf,Kovich,,,,,,,
N America,USA,North Carolina,Biltmore Forest,Once,Member,2022,,Gil Hanse,,,,,,Masterplan,Open,,Donald Ross,2023-07-14,35.5321913,-82.5393944,https://www.biltmoreforestcc.com/history,,,,,,,,,,
N America,USA,North Carolina,Grandfather,Once,Member,2022,,Bobby Weed ,,,,,,Masterplan,Open,,Dan Maples,2023-01-13,36.0966934,-81.8580099,https://bobbyweed.com/bobby-weed-completes-successful-3-year-modernization-of-championship-course-at-grandfather-golf-country-club/,,,,,,,weed_golf/status/1613876793982828547,PR,,
N America,USA,North Carolina,Occano,Once,Member,2022,,Johnson,$3M,,Signet,,,Renovate,Open,,Arnold Palmer,2022-11-16,36.0008733,-76.6972161,https://www.occano.com/,,,,,,,,,,
N America,USA,North Dakota,Grand Forks CC,Once,,2022,,Kevin Norby,,,,,,Renovate,Open,,Harris,2022-11-20,47.848597,-97.005543,http://www.gfcountryclub.com/,,,,,,,,,,
N America,USA,Ohio,Canterbury,Once,Member,2022,,Johns Rhebb,,,,,,Renovate,Open,,Herbert Strong,2023-04-13,41.469498,-81.525075,https://www.canterburygc.org/,,,,,Top 100,,RileyJohnsGolf/status/1587236950557495297,Green expansion,,
N America,USA,Ohio,Kirtland,Once,Member,2022,,Jim Nagle,,,Mottin,,,Renovate,Open,,C.H. Alison,2023-08-01,41.4010599,-81.8333648,https://thewalkinggolfer.com/q-a-with-golf-course-architect-jim-nagle-on-kirtland-cc.html,,,,,Bunkers,,,,,
N America,USA,Ohio,Scioto,Once,Member,2022,,Andrew Green,$7M,,McDonald,,,Restore,Open,,Donald Ross,2023-02-03,39.492959,-84.108051,https://www.sciotocc.com/,_Lx8PZQ5kZg,,,,Irrigation Michael Kuhn,Toro Irrigation,brianjlaurent/status/1455664173162110977/photo/1,Contours,,
N America,USA,Ohio,Sharon GC,Once,Member,2022,,David Zinkland,,,,,,Renovate,Open,,George Cobb,2023-11-16,41.0878363,-81.7018017,https://www.facebook.com/The-Sharon-Golf-Club-Private-1482310575432652/,,,,,,,gcamagazine/status/1471442914219896841,Front 9,,
N America,USA,Oklahoma,Dornick Hills,Once,Member,2022,,Doak Conant,$3.2M,,Total Turf,,,Restore,Open,,Perry Maxwell,2022-10-26,34.219188,-97.141266,https://www.dornickhills.com/golf/restoration,PBww223qMpI,dornickhills,Perry,,,Superintendent,RDGC_OK/status/1322629903938891777,Maxwell,,
N America,USA,Oklahoma,John Conrad,Govt.,Public,2022,,Heckenkemper ,$5M,,United Golf,,,Renovate,Open,,Farley,2022-09-09,35.45712,-97.376008,https://golfoklahoma.org/restored-john-conrad-golf-course-draws-raves-at-official-reopening/,,,,,Cummings,,ysogolf/status/1470759917346775040,Mills,,
N America,USA,Oregon,Eugene CC,Once,Member,2022,,Jackson Kahn,,,,,,Renovate,Open,,Egan RTJ,2022-06-03,44.063672,-123.088828,https://eugenecountryclub.com/Mobile/Golf_Course_Improvement_Project_2021,9OPFrC3yyNM,,,,Irrigation Consulting Inc.,Rainbird IC,,,,
N America,USA,Pennsylvania,Spring Ford,Once,Member,2022,,Tyler Rae Jim Ryan,,,,,,Restore,Masterplan,,William Flynn,2022-01-31,40.2049166,-75.5355152,https://springfordcc.org/,,,,,,,,,,
N America,USA,Rhode Island,Bristol Golf Park,Govt.,Public,2022,,Robert McNeil,$1.1M,,US Pitchcare,,,Renovate,Open,,,2023-02-24,41.7050377,-71.2739556,https://golfnewsri.com/2023/02/25/northeast-golf-company-takes-over-operations-of-bristol-golf-course/,,,,,,,,,,
N America,USA,Rhode Island,Wannamoisett,Once,Member,2022,,Andrew Green,$3.5M,,,,,Restore,Open,,Donald Ross,2022-06-07,34.075851,-118.498074,https://www.wannamoisett.com/,k6MHJzzL4PY,,,,,Andrew Green,,,,
N America,USA,South Carolina,Belfair,Once,Member,2022,,Tom Fazio,$5.8M,,Leibold,,,Renovate,Open,,Tom Fazio,2022-10-27,32.2873714,-80.8575493,https://liveatbelfair.com/,,,,,,,,,,
N America,USA,South Carolina,Callawassie Island Magnolia,Once,Member,2022,,Billy Fuller,,,TDI,,,Renovate,Open,,Tom Fazio,2023-11-05,32.3265854,-80.8659635,https://www.callawassieisland.com/2023/07/28/the-grass-is-greener-on-the-island-side/,,,,,,,,,,
N America,USA,South Carolina,Colleton River,Once,Member,2022,,,,,LaBar,,,Renovate,Open,,Nicklaus,2021-03-27,32.290182,-80.801131,https://www.colletonriverclub.com/our-story,,,,,,,,,,
N America,USA,South Carolina,Daniel Island,Once,Member,2022,,Rees Jones,,,Total Turf,,2006,Renovate,Open,,Rees Jones,2022-04-24,32.8849896,-79.9086639,https://www.danielislandclub.com/club/scripts/custom/custom.asp?NS=PG&DN=RALSTON&PAGECFG=COURSETOURV2&CID=890,,,,,Ralston Creek,,TotalTurfGS/status/1503904419229880323,CGCS,,
N America,USA,South Carolina,Fox Run,Once,,2022,,Jeff Lawrence,,,,,,Renovate,Open,,,2021-02-04,34.739854,-82.205782,http://www.foxrunccsc.com/,,,,,,,,,,
N America,USA,South Carolina,Grande Dunes,Holiday,Public,2022,18,John Harvey,,,,,,Renovate,Open,,Rulewich,2022-08-09,33.766973,-78.8218319,https://grandedunes.com/,4Hjyh3zrqFs,,,,,Onsite,postandcourier/status/1506964051502395398,Myrtle Beach,,
N America,USA,South Carolina,Hampton Pointe,Holiday,Public,2022,,Nicklaus Design,,,Heritage Links,,,Renovate,Open,,,2022-03-04,32.329714,-80.99119,https://www.nicklausdesign.com/course/hamptonpointe/,,,,,Riverton Pointe,,,,,
N America,USA,South Carolina,Quixote Club  ,Once,,2022,,Nicklaus Spence,,,,,,Rebuild ,Open,,,2022-04-26,33.894802,-80.37509,https://www.quixoteclub.com/,0wtVhRx60mM,,,,Sunset CC,Back 9,,,,
N America,USA,South Carolina,River Hills,Holiday,Public,2022,,Tom Jackson,,,Founders Group International FGI,,,Renovate,Open,,Tom Jackson,2022-09-26,33.8802265,-78.6415801,https://www.golfcoursearchitecture.net/content/tom-jackson-returns-to-river-hills-to-lead-renovation-project,HbkXwIx-DM4,,,,TifEagle,Sprig Greens,,,,
N America,USA,Tennessee,Honors Course,Member,Member,2022,,Gil Hanse,,,RD Lopez,,,Renovate,Open,,Pete Dye,2022-10-21,35.087291,-85.046322,https://www.honorscourse.net/,,,,,Top 100,,,,,
N America,USA,Tennessee,Richland CC,Once,Member,2022,,Bill Bergin,$6.6M,,Sanders Golf Cole Sanders,,,Renovate,Open,,Nicklaus,2022-05-04,36.049786,-86.825047,https://www.richlandcc.com/,,,,,,,bergingolf/status/1380304127582904320,Nashville,,
N America,USA,Texas,Barton Creek Canyons,Holiday,Public,2022,,Tom Fazio,$5M,,Omni Hotels,,,Renovate,Open,,Tom Fazio,2022-10-24,30.2706997,-97.8778696,https://www.golfdaily.com/renovation-of-fazio-canyons-course-at-omni-barton-creek-hits-the-right-notes/,,,,,,,,,,
N America,USA,Texas,Braeburn,Once,Member,2022,,Tripp Davis,,,Greenscape Methods,Heritage Links,,Renovate,Open,,,2022-04-23,29.677313,-95.522588,https://www.braeburncc.com/,s_lHgzIgJds,,,,,Davis,,,,
N America,USA,Texas,Corpus Christi CC,Once,Member,2022,,Chet Williams,,,,,1963,Renovate,Open,,RTJ,2022-11-12,27.6971892,-97.3964941,https://www.cccountryclub.com/golf,8P-q4c8V8Oc,,,,,Outer Loop,SethSmith50/status/1608191905082519553,TifTuf,,
