Region,Country,Location,Course,Play,Type,Date,NumberHoles,Architect,Budget,Budget2,Construction,ETA,Year,TypeOfJob,Status,Current,History,DataCurated,Latitude,Longitude,Website,YouTube,Instagram,InstaCaption,Acres,Comments,YouTubeCaption,Twitter,TwitterCaption
N America,USA,Alabama,Ross Bridge,Holiday,Public,2023,,In house,,,Sunbelt,,,Renovate,Open,,RTJ Sr.,2023-09-21,33.392857,-86.8839358,https://alabamagolfnews.com/rtj-golf-trails-ross-bridge-course-on-target-for-october-reopening/,S3A-TTizw28,,,,,Reopening,,
N America,USA,Alabama,Steelwood,Once,Member,2023,,Kurt Bowman,,,Titzer,,1997,Renovate,Open,,Pate,2023-11-07,30.7017002,-87.725212,https://memberslodgesteelwood.com/golf-course/,MCT3mlTKAuQ,,,,,Hole 5,JCChildree/status/1507127186100215815,JC Childree
N America,USA,Alabama,Willow Point GC,Once,Member,2026,,Dana Fry Jason Straka,,,Landscapes Unlimited,,,Renovate,Drawing Boards,,Nicol Hurdzan Fry,2023-12-07,32.7947234,-85.9777167,https://www.willowpoint.com/our-story,,,,,,,,
N America,USA,Arizona,Arizona Biltmore Estates,Holiday,Public,2023,,Tom Lehman,,,JDM Partners,,,Rebuild ,Open,,Billy Bell Jr.,2023-09-25,33.5217101,-112.0252,https://www.yourbiltmoregolf.com/faqs,,,,,PTI Pro Turf,,harperccim/status/1705275722691215483,TifTuf Bermuda
N America,USA,Arizona,DC Ranch,Once,Member,2024,,Tom Lehman,,,,,,Renovate,Ongoing,,John Fought,2023-10-21,33.6769564,-111.8775515,https://www.ccdcranch.com/public/golf,,,,,,Golf Course Improvement,,
N America,USA,Arizona,Desert Mountain Cochise,Once,Member,2025,,Nicklaus Design,,,,,,Restore,Drawing boards ,,Nicklaus,2023-03-31,33.8583547,-111.8604571,https://www.desertmountain.com/golf/cochise/,ecCJKMzQXqI,,,,,Chad Goetz,,
N America,USA,Arizona,Dove Mountain Saguaro,Once,Member,2023,,Nicklaus Design,$15M,,Landscapes Unlimited,ETA Mar 2024,,Renovate,Construction,,Nicklaus,2023-09-26,32.4708771,-111.1061951,https://www.thegolfclubatdovemountain.com/renovation-project,,,,,,,,
N America,USA,Arizona,Estrella Junior National,Govt.,Public,2026,,Bill Phillips,$24M,,,,,Rebuild ,Drawing boards ,,,2022-11-20,33.331461,-112.3537335,https://www.maricopacountyparks.net/park-locator/estrella-mountain-regional-park/park-information/park-projects/,,,,,Tres Rios,,,
N America,USA,Arizona,Grandview Sun City,Once,Member,2025,,Gary Brawley,,,Landscapes Unlimited,,,Renovate,Construction,,,2022-05-05,33.6619375,-112.3782005,https://suncitywest.com/GVirrigation/,hXLJFXxc8D8,,,,Water,Turf Reduction,,
N America,USA,Arizona,McCormick Ranch,Holiday,Public,2023,,Gary Brawley,,,Wadsworth,,,Renovate,Open,,,2023-07-19,33.5495195,-111.9229034,https://mccormickranchgolf.com,,,,,,,gbgolfdesign/status/1679249097084243969,Grassing
N America,USA,Arizona,Mesa CC,Once,Member,2024,,Andy Staples,$10M,,,ETA Nov 2024,1948,Renovate,Construction,,Billy Bell Jr.,2023-06-16,33.438754,-111.845259,https://www.mesacountryclub.com,,,,,Tim Cloninger Irrigation,,,
N America,USA,Arizona,Phoenix CC,Once,Member,2026,,Andy Staples,,,,,,Masterplan,Drawing boards ,,Collis,2023-08-05,33.4815795,-112.0658536,https://www.golfcourseindustry.com/article/andy-staples-phoenix-country-club-master-plan/,,,,,,,,
N America,USA,Arizona,Power Ranch,Holiday,Public,2023,,Gary Brawley,$2.6M,,,,,Renovate,Open,,Dick Bailey,2023-09-21,33.2588992,-111.6969702,"https://www.yourvalley.net/stories/power-ranch-golf-club-launches-greens-and-bunker-renovation-project,391841",,,,,USGA Spec. Greens,,,
N America,USA,Arizona,Saddlebrooke Mountain View,Once,Member,2024,,Mike Gogel,$6M,,,,,Renovate,Open,,Gary Panks,2023-11-06,32.5255767,-110.9004763,https://sbhoa2.org/mvreno,W1Ho-HQbUac,,,,Saddlebrooke,Irrigation,,
N America,USA,Arizona,Tucson CC,Once,Member,2023,,Mike Gogel,,,Heritage Links,,,Renovate,Open,,Billy Bell,2023-11-30,32.2610633,-110.851346,https://www.tucsoncountryclub.com/amenities/golf,,,,,Global Golf Construction,Eclectic,mggolfdesign/status/1727756164547428812,RainBird
N America,USA,Arkansas,Cooper's Hawk,Holiday,Public,2023,,Todd Clark,,,,,,Renovate,Open,,,2023-05-11,36.0668299,-91.8450624,https://www.ktlo.com/2022/10/27/3-phase-renovation-underway-at-coopers-hawk-golf-course/,,,,,,,ce_golf/status/1643378325073678337,Reshaping bunkers
N America,USA,California,Big Canyon,Once,Member,2025,,Andrew Green,,,,,,Renovate,Drawing boards ,,Muirhead,2023-10-19,33.6200597,-117.8715689,https://www.bigcanyoncc.org/,,,,,,,,
N America,USA,California,Brookside GC,Govt.,Public,2026,,Forrest Richardson,,,,,,Renovate,Drawing boards ,,Billy Bell Jr.,2023-09-27,34.1704815,-118.1804299,https://golfcoursearchitecture.net/content/brookside-in-pasadena-selects-forrest-richardson-to-develop-renovation-plan,,,,,,,,
N America,USA,California,Corica Park North,Govt.,Public,2024,,RTJ II,,,Greenway Golf,ETA Dec 2024,,Renovate,Construction,,,2023-04-27,37.7389949,-122.235788,https://www.mercurynews.com/2023/04/26/grass-is-looking-greener-for-alamedas-golf-complex-with-upgrade-from-world-class-architect/,,,,,Umesh Patel,,RTJ2GolfDesign/status/1651339143216001025,Trent Jones
N America,USA,California,Desert Island,Holiday,Public,2023,,Amy Alcott,,,,,,Renovate,Open,,Muirhead,2023-10-17,33.7715744,-116.4148187,https://di71.com/golf-on-desert-island/,yIUCI4L4lTs,,,,,Flyover,,
N America,USA,California,Diamond Bar,Govt.,Public,2024,,Govt.,$16.8M,,,ETA Mar 2024,,Renovate,Open,,Billy Bell Jr.,2023-06-26,34.00832,-117.822185,https://fescue.github.io/Diamond-Bar-Golf-Course/,,,,,,,,
N America,USA,California,Golden Gate Park,Govt.,Public,2024,,Jay Blasi,$2.5M,,Josh Lewis,ETA Feb 2 2024,,Renovate,Construction,,Jack Fleming,2023-07-23,37.7695082,-122.5102556,https://goldengateparkgolf.com,8F5gICuDJMc,,,,,Justin Carlton,GHmgmtgroup/status/1682520499501539328,Brett Hochstein
N America,USA,California,Haggin Oaks,Govt.,Public,2025,,Brett Hochstein,,,,,,Masterplan,Drawing boards ,,Mackenzie,2023-03-22,38.6335652,-121.4055361,https://www.hagginoaks.com/blog/,,,,,,,HochsteinDesign/status/1638298573124300800,Morton Golf
N America,USA,California,La Costa Champions,Holiday,Public,2024,,Gil Hanse,,,,,,Rebuild ,Construction,,Dick Wilson,2023-07-23,33.108348,-117.271907,https://www.forbes.com/sites/scottkramer/2023/01/21/gil-hanse-takes-on-la-costa/?sh=7755a8f39a7e,M5qJ5obBYGQ,,,,,Omni Golf,AdamSchupak/status/1351361337096499201,Images
N America,USA,California,Maggie Hathaway,Govt.,Public,2024,,Gil Hanse,,,,,,Renovate,Construction,,,2023-09-15,33.947211,-118.3142909,https://www.dailynews.com/2023/06/11/this-modest-par-3-golf-course-in-south-l-a-is-getting-a-massive-makeover/,H-OzOXnVmWo,,,,,US Open Legacy,,
N America,USA,California,Montebello,Govt.,Public,2024,15,Rick Smith,$16M,,,,,Reduce,Open,,Behr Bell,2023-09-23,34.0276092,-118.1346688,https://www.montebelloca.gov/departments/recreation_community/golf,,,,,Topgolf,,EASTLA_NEWS/status/1682903116856066049,Dirt Golf
N America,USA,California,Olympic Lake,Member,Member,2023,,Hanse Wagner,,,Total Turf,,,Restore,Open,,William Watson,2023-10-15,37.69612,-122.542091,https://golfweek.usatoday.com/2023/10/17/gil-hanse-jim-wagner-restore-olympic-clubs-lake-course-to-historical-glory/,,theolympicclub,Olympic,,Top 100,,Garywilliams1Up/status/1692703966042137040,Tree removal
N America,USA,California,Pajaro Valley,Holiday,Public,2026,,Forrest Richardson Mark Swartz,,,,,,Reduce,Drawing boards ,,Peter Hay,2023-10-07,36.8750841,-121.7597761,https://golfclubatlas.com/forum/index.php?topic=72414.0,,,,,,,,
N America,USA,California,Pasatiempo,Once,Member,2025,,Jim Urbina,,,Earthsculptures,,,Restore,Ongoing,,Mackenzie,2023-12-10,37.0041589,-122.028175,http://pasatiempomaintenance.blogspot.com,jwzVpuC6qPM,,,,Brett Hochstein,Fire Pit,,
N America,USA,California,PGA West Dunes,Holiday,Public,2023,,Tim Liddy,,,Scott Poole Michael O’Connor Ron Farris,,,Restore,Open,,Pete Dye,2023-10-22,33.6828419,-116.315789,https://www.pgawest.comgolf,,,,,,,Club_and_Resort/status/1666535509747695617,Topo Map
N America,USA,California,PGA West Mountain,Holiday,Public,2023,,Tim Liddy,,,Scott Poole Michael O’Connor Ron Farris,,,Restore,Open,,Pete Dye,2023-10-22,33.6828419,-116.315789,https://www.pgawest.comgolf,,,,,,,,
N America,USA,California,PGA West Norman,Once,Member,2023,,Brandon Johnson,,,Heritage Links,,,Renovate,Open,,Norman,2022-06-05,33.641506,-116.260792,https://www.pgawest.comgolf,,,,,,,,
N America,USA,California,PGA West Stadium,Holiday,Public,2024,,Tim Liddy,,,,ETA Nov 2024,1986,Restore,Ongoing,,Pete Dye,2023-10-22,33.6416959,-116.2608976,https://golfweek.usatoday.com/2022/07/23/pga-west-stadium-course-restoration/,,,,,,,,
N America,USA,California,Porcupine Creek,Holiday,Public,2023,,In house,,,,,,Renovate,Open,,,2023-05-05,33.734023,-116.424777,https://sensei.comretreats/porcupine-creek/,,,,,,,,
N America,USA,California,Rancho Santa Fe,Once,Member,2023,,David Kidd,$6.1M,,Landscapes Unlimited,,,Renovate,Open,,Max Behr,2023-04-01,33.023529,-117.211504,https://clubandresortbusiness.com/third-phase-of-rancho-santa-fe-calif-gc-project-starts-this-month/,,,,,County permits,,,
N America,USA,California,Rams Hill,Holiday,Public,2025,,Tim Jackson,,,,,,Renovate,Construction,,Tom Fazio,2023-08-09,33.1938492,-116.3258709,https://www.borregosun.com/story/2023/06/01/news/rams-hill-adapts-for-future/7866.html,ghgFB5F3a9I,,,,TifTuf Bermuda,Water Conservation,RamsHillGolf/status/1683599942923833344,MiniVerde Greens
N America,USA,California,Richmond,Once,Member,2024,,Todd Eckenrode,,,,,,Renovate,Ongoing,,,2022-01-01,37.9873785,-122.350129,https://www.myrichmondcc.org/golf/course,,,,,,,OriginsGolf/status/1477373448607309826,Mt. Tam
N America,USA,California,San Diego CC,Once,Member,2025,,Brian Schneider,,,,,,Restore,Drawing boards ,,William Watson,2023-01-28,32.6229353,-117.0643784,https://www.sandiegocountryclub.org/,,,,,,,the_fried_egg/status/1619065896311607296,Fried Egg
N America,USA,California,San Juan Oaks,Holiday,Public,2024,,Gene Bates,,,,ETA Mar 2024,,Renovate,Construction,,Kipp Schulties,2023-11-11,36.821363,-121.4703186,https://www.sanjuanoaks.com,,,,,,,,
N America,USA,California,Sandpiper,Holiday,Public,2026,,Tom Doak,,,,Start 2025?,,Rebuild ,Drawing boards ,,Billy Bell Jr.,2023-09-04,34.430583,-119.909908,https://fescue.github.io/Sandpiper-Golf-Course/,,,Lavagnac,,,,,
N America,USA,California,Shadow Lakes,Govt.,Public,2023,,In house,,,,,,Rebuild ,Open,,Baird,2023-11-01,37.9261184,-121.7530075,https://contracosta.news/2023/10/17/shadow-lakes-18-hole-golf-course-in-brentwood-reopens/,,,,,,,,
N America,USA,California,Sharon Heights,Once,Member,2024,,Todd Eckenrode,$20M,,Total Turf,ETA May 2024,,Renovate,Construction,,Jack Fleming,2023-10-23,37.421235,-122.2201614,https://www.sharonheightsgcc.com/files/Sharon%20Heights%20Neighborhood%20Presenation.pptx.pdf,9WVTa1PVyb8,,,,Sierra Club,Progress Update,OriginsGolf/status/1683536669218316289,Shaping
N America,USA,California,Sonoma GC,Once,Member,2023,,Tripp Davis Kyle Downs Jason Gold,,,DHR Construction,,1928,Renovate,Open,,Sam Whiting,2023-10-19,38.3136153,-122.5036914,https://www.sonomagolfclub.com/golf/emailer2020/img/sonomagolfclub/November%20Advisory%20Board%20Meeting%20NotesV1.pdf,Cv9ahcjs1mg,,,,,Bunker shaping,,
N America,USA,California,Spanish Bay,Holiday,Public,2026,,Hanse Wagner,,,,,,Reset,Drawing boards ,,RTJ Jr.,2023-09-13,36.613298,-121.9430802,https://www.pebblebeach.com/press-releases/gil-hanse-enhance-links-spanish-bay/,,,,,,,the_fried_egg/status/1701642107897929778,Fried Egg
N America,USA,California,William Land,Govt.,Public,2024,,Brett Hochstein,,,,,,Restore,Drawing boards ,,,2023-10-19,38.5375033,-121.5016121,https://ca.news.yahoo.com/major-changes-could-come-sacramento-120000641.html,,,,,,,,
N America,USA,California,Wilshire CC,Once,Member,2025,,Kyle Phillips,,,,Start Apr 2024,,Restore,Drawing boards ,,Norman Macbeth,2023-10-13,34.0772061,-118.3300807,https://clubandresortbusiness.com/sharon-heights-gcc-taps-gpi-for-renovation-expertise/,6IptZhkIL4w,,,,,Design Plan,,
N America,USA,Colorado,Boomerang Links,Govt.,Public,2023,,Phelps Atkinson,$2.8M,,,,,Renovate,Open,,Neff,2023-04-03,40.429585,-104.815572,https://golfingreeley.com/back-9-redesign/,,,,,,,greeleywater/status/1346987415068499968,New holes
N America,USA,Colorado,Castle Pines,Once,Member,2023,,Jim Lipe,,,Total Turf,,,Renovate,Open,,Nicklaus,2023-04-01,40.429585,-104.815572,https://www.castlepines.com,,,,,Irrigation Michael Kuhn,,,
N America,USA,Colorado,Glenmoor,Once,Member,2023,,Love Sherman,,,Total Turf,,,Renovate,Open,,Pete Dye,2023-06-18,39.6250883,-104.9483003,https://www.glenmoorcc.org/,FL-Fq16l6cA,,,,,Timelapse,Love3GolfDesign/status/1487236552132415488,Redesign
N America,USA,Connecticut,CC of Farmington ,Once,Member,2024,,Matthew Dusenberry,,,,,,Renovate,Ongoing,,Emmet ,2021-03-07,41.726824,-72.82654,https://www.farmingtoncountryclub.com,,,,,,,LyingFour/status/1359866459556622340,Manton
N America,USA,Connecticut,Mohegan Sun,Once,Member,2024,,Ron Garl,,,,2024 Apr,,Renovate,Ongoing,,Cornish,2023-03-01,41.6380993,-72.1135351,https://mohegansun.com/mohegan-sun-golf-club.html,,,,,Soften Greens,,teetalktom/status/1581246347579371520,Fairway bunker
N America,USA,Connecticut,New Canaan,Once,Member,2025,,Andrew Green,,,,,,Renovate,Ongoing,,Park Travis,2023-01-03,41.169918,-73.5011407,https://www.greenkeepingeu.com/one-usas-oldest-golf-clubs-upgrading-bunkers/,,,,,,,,
N America,USA,Connecticut,New Haven CC,Once,Member,2024,,Brian Schneider,,,,,,Restore,Drawing boards ,,Willie Park,2022-03-01,41.3450879,-72.9114371,https://www.newhavencc.com,,,,,,,,
N America,USA,Connecticut,Patterson Club,Once,Member,2025,,Jaegar Kovich,,,,,1947,Renovate,Masterplan,,RTJ Sr.,2023-01-01,41.1838542,-73.3114779,https://www.thepattersonclub.com/golf/golf,,,,,1947 RTJ,,,
N America,USA,Connecticut,Sharon CC,Once,Member,2025,9,Matthew Dusenberry,,,,,1895,Restore,Ongoing,,,2023-01-02,41.8645235,-73.4908156,http://www.sharoncountryclub.org/,,,,,,,Dusenberry_Golf/status/1590375700703629314,Bunkers
N America,USA,Connecticut,Shorehaven,Once,Member,2025,,Blake Conant,,,,,,Renovate,Drawing boards ,,Robert White,2023-10-18,41.0932634,-73.3915328,https://www.shorehavengc.org/course-history.html,,,,,,,,
N America,USA,Connecticut,Stanwich,Once,Member,2026,,Oglivy Cocking Mead,,,,,1964,Renovate,Masterplan,,Gordon,2022-12-14,41.1245975,-73.6261495,https://www.stanwich.com/Golf/The_Stanwich_Golf_Course.aspx,,,,,,,OCMGolf/status/1602956000704663552,New land
N America,USA,Connecticut,Tamarack CC,Once,Member,2024,,Brian Schneider,,,LaBar,,,Restore,Construction,,Charles Banks,2023-11-21,41.0939345,-73.7122675,https://www.tamarackcountryclub.com,dXZ_qe089rc,todds7676,Todd Saganiec,,,Seth Raynor Society,,
N America,USA,Connecticut,Wampanoag CC,Once,Member,2023,,Tyler Rae Jim Ryan,,,MAS Golf,,,Restore,Open,,Donald Ross  ,2023-10-02,41.801419,-72.757091,https://www.wampanoagcc.com,aflMrciVxXU,,,,,Donald Ross Society,BradleySKlein/status/1655378992046678017,Bradley Klein
N America,USA,Connecticut,Wethersfield,Once,Member,2024,,Bruce Hepner,$0.8M,,McDonald,,,Renovate,Open,,Robert Pryde,2023-10-19,41.689075,-72.6782523,https://golfingmagazine.net/2023/10/renovation-begins-at-wethersfield-country-club/,,,,,,,,
N America,USA,Connecticut,Yale,University,University,2026,,Gil Hanse,$15M,,,Start Nov 2023,,Restore,Construction,,Macdonald Raynor,2023-12-07,41.3176322,-72.986634,https://fescue.github.io/Yale-Golf-Course/,,,,,Ben Hillard,,nhrJoeMorelli/status/1441216037886709764,Jeff Austin
N America,USA,Delaware,Southern Delaware,Holiday,Public,2024,,,,,,ETA Mar 2024,,Renovate,Construction,,,2023-11-01,38.901946,-75.4160777,https://www.holebyhole.com/a-cape-region-course-returns-as-southern-delaware-golf-club/,,,,,,,,
N America,USA,Florida, Palm Beach Polo Cypress,Once,Member,2026,,Tiger Woods,,,Beau Welling,,,Rebuild ,Drawing boards ,,Pete Dye,2023-04-25,26.6447033,-80.2353736,https://thecomeback.com/golf/tiger-woods-justin-timberlake-florida-project.html,,,,,Justin Timberlake,,trdmiami/status/1650625496923742209,The Wellington
N America,USA,Florida,Addison Reserve,Once,Member,2024,,Rees Jones,$20M,,Steve Weisser,,,Renovate,Open,,Arthur Hills,2023-12-15,26.4363361,-80.1597101,https://www.addisonreserve.cc/,bG-rO5_Jt3s,,,,,Trepidation Course,,
N America,USA,Florida,Aileron,Holiday,Public,2023,,Kipp Schulties,,,,,,Renovate,Open,,,2023-02-04,27.0345998,-82.0463487,https://www.yoursun.com/charlotte/news/sunseeker-resort-reveals-course-specs-for-aileron-golf-club/article_bc541e4a-ed9b-11ec-ab86-c7b259131292.html,JNo2DfQ42pI,,,,,Sunseeker Resorts,,
N America,USA,Florida,BallenIsles East,Once,Member,2023,,Nicklaus Cochran Goetz,$6.3M,,Troon,,1964,Renovate,Open,,Lee Wilson,2023-01-31,26.832121,-80.118866,https://www.troon.com/press-releases/ballenisles-country-club-unveils-newly-renovated-east-course-and-practice-grounds/,vs5ec6c-zjc,,,,,1971 PGA,TimGavrich/status/1620206951228674050,Gavrich
N America,USA,Florida,Bear's Club,Once,Member,2024,,Nicklaus,,,LaBar,,,Renovate,Open,,Nicklaus,2023-11-11,26.730058,-80.101925,https://www.fb.me/nicklauscompanies/,,labargolfrenovations,LaBar,,,,,
N America,USA,Florida,Belleair CC East,Once,Member,2026,,Jason Straka,,,,,,Restore,Drawing boards ,,Donald Ross,2023-01-24,27.942415,-82.810661,https://www.belleaircc.com,,,,,,,,
N America,USA,Florida,Belleair CC West,Once,Member,2023,,Jason Straka,,,,,,Restore,Open,,Donald Ross,2023-01-24,27.942415,-82.810661,https://www.belleaircc.com,,,,,,,nle_golf/status/1617373753603928070,Ross
N America,USA,Florida,Black Diamond Ranch,Once,Member,2024,,Tripp Davis,,,Golf Sculptors International Bobby Holmes,ETA Oct 2024,,Renovate,Construction,,Tom Fazio,2023-07-14,28.9073975,-82.4924385,https://www.blackdiamondranch.com,,,,,GTI Irrigation,,,
N America,USA,Florida,Bobby Jones,Govt.,Public,2023,,Richard Mandell,$20M,,QGS Development,,1927,Restore,Open,,Donald Ross,2023-11-27,27.3455456,-82.490382,https://www.wusf.org//sports/2023-12-15/sarasota-bobby-jones-golf-course-reopens-classic-design-new-features,,,,,Muni Golf,,golfweek/status/1636039569807233025,Wetland restoration
N America,USA,Florida,Boca West,Once,Member,2026,,Dana Fry Jason Straka,,,,,,Renovate,Masterplan,,Pete Dye,2022-06-27,26.383924,-80.1697498,https://www.citybiz.co/article/283251/boca-west-country-club-selects-fry-straka-global-course-design/,,,,,,,,
N America,USA,Florida,Boca Woods CC,Once,Member,2025,,Rees Jones,$9M,,,,,Renovate,Drawing boards ,,Joe Lee,2023-12-08,26.357047,-80.215765,https://bocawoodscc.com/the-woods-course,,,,,,,,
N America,USA,Florida,Bonita Bay Sabal,Once,Member,2024,,Tom Marzolf,$16.5M,,,ETA Nov 2024,,Renovate,Construction,,Tom Fazio,2023-07-19,26.3170041,-81.7738416,https://bonitabayclub.net/,BlvknBxjXv8,,,,,Summer Rebuild,,
N America,USA,Florida,CC of Miami,Holiday,Public,2025,,Lee Marshall,,,,,,Rebuild ,Drawing boards ,,,2023-11-12,25.9436769,-80.3135786,http://golfccmiami.com/course-details/,,leemarshallgolfdesign,New Design,,,,cmgolfdesign/status/1630632123773141001,Start
N America,USA,Florida,CC of Naples,Once,Member,2024,,Drew Rogers,,,BillyD239,,,Renovate,Drawing boards ,,Diddel,2023-04-15,26.2043152,-81.7883635,https://www.jdrewrogers.com/211/country-club-of-naples,,BillyD239,BillyD239,,,,JDRgolfdesign/status/1628764175441829889,Drainage
N America,USA,Florida,Country Club of Florida,Once,Member,2023,,Lester George,,,Aspen Golf,,,Renovate,Open,,Arthur Hills,2023-09-30,26.5043818,-80.1059161,https://www.ccfgolf.com/about-us,,aspencorporationgolf,aspencorporationgolf,,,,,
N America,USA,Florida,Del Ray Dunes,Once,Member,2024,,Scot Sherman,,,MacCurrach,,,Rebuild ,Construction,,Pete Dye,2023-07-12,26.4982438,-80.1188465,https://www.delraydunes.org/course,,,,,RainBird,,,
N America,USA,Florida,Dunedin GC,Govt.,Public,2024,,Kris Spence,$4.5M,,,ETA Nov 2024,1926,Restore,Drawing boards ,,Donald Ross,2023-11-20,28.042412,-82.779343,https://www.tbnweekly.com/north_county/article_b02576a6-67f8-11ec-bed8-1349d38ec9f7.html,tquDnJO8pzs,,,,,Brad Becken,DunedinBeach/status/1454448452415496195,Planning
N America,USA,Florida,Florida Keys,Holiday,Public,2025,,Kipp Schulties,,,,,,Renovate,Drawing boards ,,Mahannah,2023-02-01,24.7096107,-81.0865383,https://www.hotel-online.com/press_releases/release/marathon-council-oks-redevelopment-of-country-club-as-a-hotel/,,,,,Real Estate,,,
N America,USA,Florida,Forest Glen,Once,Member,2024,,TBA,$8.3M,,,,,Renovate,Drawing boards ,,Arthur Hills,2023-02-22,26.1460066,-81.6825609,https://forestglengcc.com,b8S3UioM-DY,,,,,Committee,,
N America,USA,Florida,Fort Lauderdale,Once,Member,2023,,Ron Forse,,,,,,Renovate,Construction,,,2023-04-24,26.1150648,-80.2104603,https://www.fortlauderdalecc.com,,,,,Flood damage,,,
N America,USA,Florida,Gasparilla Inn,Once,Member,2023,,Tripp Davis,,,Toal Turf Golf,,,Masterplan,Open,,Pete Dye,2023-11-03,26.7522081,-82.2630968,https://the-gasparilla-inn.com/activities/golf/,,,,,Leibold Irrigation,,TrippGolfArch/status/1628500987680890887,Tripp Davis
N America,USA,Florida,Gleneagles Victory,Once,Member,2024,,Kipp Schulties,$6.4M,,,ETA Jan 2024,,Renovate,Construction,,,2023-12-01,26.4416667,-80.1655556,https://www.gleneagles.cc,B77qgA55gUE,,,,,USGA Spec Greens,,
N America,USA,Florida,Golf Park,Govt.,Public,2023,,Hanse Wagner,,,Toal Turf Golf,,,Renovate,Open,,,2023-04-01,26.649914,-80.067914,https://www.palmbeachpost.com/story/opinion/editorials/2023/02/07/editorial-one-course-closes-another-opens-welcoming-golfs-future/69855460007/,II7oFkzDYao,cavemanconstructiongear,Caveman,,,Seth Waugh,beyondcontour/status/1619709685556461571,West Palm Muni
N America,USA,Florida,Great Outdoors GC,Once,Member,2025,,Ferris Sanford,$2.8M,,,Start Apr 2024,,Renovate,Drawing boards ,,,2023-02-06,28.5193648,-80.8685605,https://www.tgocsa.org/vertical/sites/%7BCADBD722-672A-47C9-A894-AF123465DE9F%7D/uploads/Golf_Course_Masterplan_February_17_2022.pdf,,,,,,,Sanford_Golf/status/1623089389537460229,Cut Fill
N America,USA,Florida,Grey Oaks CC Pine,Once,Member,2023,,Andrew Green,,,LaBar,,,Renovate,Open,,Lloyd Clifton,2023-11-24,26.18811,-81.7619798,https://www.greyoakscc.com/web/pages/golf,,,,,,,GCImagazine/status/1661089112323964936,Grow-in
N America,USA,Florida,Heritage Harbour,Holiday,Public,2023,,Campanelli,$2M,,Westscapes,,,Renovate,Open,,Arthur Hills,2023-02-01,27.492836,-82.4612698,https://www.yourobserver.com/news/2023/jan/13/heritage-harbour-golf-club-celebrates-architects-design/,,,,,,,,
N America,USA,Florida,Hunters Run CC East,Once,Member,2024,,Kipp Schulties,$9.6M,,Buzz Jaskela Landscapes Architects,Start Apr 2024 ETA Oct 2024,,Renovate,Drawing boards ,,Von Hagge,2023-09-26,26.4916261,-80.1051129,http://ksgolfdesign.com/portfolio/hunters-run-country-club/,,,,,,,,
N America,USA,Florida,Hyde Park,Holiday,Public,2026,,Jay Smith,,,,,1926,Restore,Ongoing,,Stanley Thompson,2023-11-02,30.284892,-81.74948,https://www.jacksonville.com/story/sports/golf/2021/03/30/hyde-park-owners-embark-project-leading-100th-anniversary/7028460002/,,,,,,,,
N America,USA,Florida,Innisbrook Osprey North,Once,Member,2025,,TBA,,,,,,Reduce,Drawing boards ,,Arthur Hills,2023-03-01,28.1126037,-82.7548981,https://www.golfpass.com/travel-advisor/articles/florida-golf-course-news-2023,,,,,12 holes,,,
N America,USA,Florida,John's Island West,Once,Member,2023,,Tom Fazio,,,Total Turf,,,Renovate,Open,,Tom Fazio,2023-03-30,27.7121608,-80.3800072,https://www.johnsislandclub.org,,,,,,,FLGolfInstruct/status/1557015668704382976,Florida
N America,USA,Florida,Jupiter Island Club,Once,Member,2026,,Andrew Green,,,,,,Renovate,Drawing boards ,,Diddel Bel Jan,2023-11-11,27.0518898,-80.1136498,https://www.jupiterislandclub.com,,,,,,,,
N America,USA,Florida,Killearn CC,Once,Member,2024,,Chris Wilczynski,,,MacCurrach,ETA Apr 2024,,Rebuild ,Construction,,Bill Amick,2023-08-15,30.5244769,-84.2155706,https://reimaginekillearncc.com/the-course-is-getting-greener,,chriswilczynski1,chriswilczynski1,,TifTuf,,SeigleBill/status/1628010451819802627,Sod
N America,USA,Florida,Killearn CC Clover,Once,Member,2025,,Chris Wilczynski,,,MacCurrach,,,Rebuild ,Drawing boards ,,Bill Amick,2023-08-15,30.5244769,-84.2155706,https://tallahasseereports.com/2023/08/04/killearn-country-club-owners-announce-plans-for-new-9-hole-course/,,,,,Irrigation Aqua Turf,,850BizMag/status/1692208478406754361,New Owner
N America,USA,Florida,Lemon Bay,Once,Member,2024,,Drew Rogers,,,Leibold,,,Renovate,Open,,,2023-11-16,26.88866,-82.31498,https://www.lemonbaygolfclub.com,zghWUvujqqU,drewrogers8499,Drew Rogers,,,New 8th hole,Rahzturf/status/1647226178791522306,5th hole
N America,USA,Florida,Loblolly,Once,Member,2023,,Jim Urbina,,,,,,Renovate,Open,,Pete Dye,2023-11-16,27.1112976,-80.1555869,https://vimeo.com/832674140,jsNnSs8oh_I,,,,,Sandcapped,,
N America,USA,Florida,Medalist,Member,Member,2025,,Sanford,,,,,,Rebuild ,Drawing boards ,,Norman Dye,2022-11-18,27.082657,-80.1515827,https://medalistgolfclub.org,,,,,,,,
N America,USA,Florida,Mountain Lake ,Member,,2023,,Tyler Rae,,,,,,Renovate,Open,,Seth Raynor ,2023-11-07,27.936965,-81.594621,https://mountainlakeflorida.com,,tylerraedesign,Rebuild Tees,,Top 100,,,
